measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Portugal,Female,All Ages,Self-harm,Rate,1992,7.639702574859999,8.17834791257,7.08490324039
Deaths,Greenland,Female,All Ages,Self-harm,Rate,1990,59.19842002950001,69.7628113627,48.9519333712
Deaths,Benin,Female,All Ages,Self-harm,Rate,1990,4.01040139612,5.12218970305,3.12124295806
Deaths,Bangladesh,Female,All Ages,Self-harm,Rate,1991,11.6826183299,13.9077434233,9.61180880897
Deaths,Shimane,Female,All Ages,Self-harm,Rate,1990,19.246189543499998,21.265313445,17.389540324000002
Deaths,Western Sub-Saharan Africa,Female,All Ages,Self-harm,Rate,1990,4.12401955086,5.03803184931,3.15333264928
Deaths,Sub-Saharan Africa,Female,All Ages,Self-harm,Rate,1990,4.94703863288,5.6371808993300005,4.3152234821199995
Deaths,Afghanistan,Female,All Ages,Self-harm,Rate,1991,2.1446252336,2.6394132121,1.66795925464
Deaths,Stockholm,Female,All Ages,Self-harm,Rate,1990,12.5390432543,13.7692991473,11.396030486199999
Deaths,Oregon,Female,All Ages,Self-harm,Rate,1990,7.18037730383,7.76719113989,6.61678166517
Deaths,European Union,Female,All Ages,Self-harm,Rate,1990,9.09911369777,9.39697759118,8.79015595807
Deaths,Connecticut,Female,All Ages,Self-harm,Rate,1990,4.31988082411,4.77884369379,3.9091347596
Deaths,Singapore,Female,All Ages,Self-harm,Rate,1991,11.1434749898,13.0564621091,9.233939748900001
Deaths,North America,Female,All Ages,Self-harm,Rate,1991,5.51572456264,5.68698985282,5.36203020879
Deaths,Kagoshima,Female,All Ages,Self-harm,Rate,1992,15.1552039802,16.5121578083,13.9292081897
Deaths,Swaziland,Female,All Ages,Self-harm,Rate,1990,4.88103747447,6.532685795140001,3.48675613597
Deaths,Mongolia,Female,All Ages,Self-harm,Rate,1991,7.9275471493,10.1347283573,5.71623492938
Deaths,Sri Lanka,Female,All Ages,Self-harm,Rate,1990,17.3813598264,20.000959768599998,15.0480950207
Deaths,Aguascalientes,Female,All Ages,Self-harm,Rate,1991,1.26374541484,1.4335921657400001,1.10649077116
Deaths,Veracruz de Ignacio de la Llave,Female,All Ages,Self-harm,Rate,1991,1.1732254153300001,1.33035493115,1.0347866193900002
Deaths,Guanajuato,Female,All Ages,Self-harm,Rate,1990,0.8878318427980001,1.00376836047,0.7817855114590001
Deaths,Sudan,Female,All Ages,Self-harm,Rate,1991,2.36227549629,4.0004759524,1.06653402507
Deaths,Hokkaidō,Female,All Ages,Self-harm,Rate,1990,13.6441105505,14.5868966018,12.7660429178
Deaths,Finland,Female,All Ages,Self-harm,Rate,1990,13.3122165354,14.2609809083,12.3602170594
Deaths,Belize,Female,All Ages,Self-harm,Rate,1990,1.4139419176899999,1.6301665338599998,1.18856178915
Deaths,Distrito Federal,Female,All Ages,Self-harm,Rate,1990,1.20701995189,1.35430033082,1.0714408798900001
Deaths,Lesotho,Female,All Ages,Self-harm,Rate,1991,17.4790894616,24.6321111151,11.4738101932
Deaths,District of Columbia,Female,All Ages,Self-harm,Rate,1990,4.80342252513,5.44643190223,4.222850960640001
Deaths,Barbados,Female,All Ages,Self-harm,Rate,1990,1.7529904352599999,1.97257879706,1.55571163966
Deaths,England,Female,All Ages,Self-harm,Rate,1990,6.0183484497999995,6.16309731215,5.88519873163
Deaths,Algeria,Female,All Ages,Self-harm,Rate,1990,1.7771595364700001,2.35936317152,1.26188751417
Deaths,Mexico,Female,All Ages,Self-harm,Rate,1991,1.10713018485,1.1500508894500001,1.0599263480999999
Deaths,New Jersey,Female,All Ages,Self-harm,Rate,1991,3.3217628834600004,3.61667354807,3.02368486616
Deaths,Moldova,Female,All Ages,Self-harm,Rate,1992,8.48723164641,9.58437234653,7.522427862290001
Deaths,Florida,Female,All Ages,Self-harm,Rate,1990,7.0785617718800005,7.70833467876,6.5487319059399995
Deaths,Thailand,Female,All Ages,Self-harm,Rate,1990,7.96997358863,9.325146330119999,6.70255614757
Deaths,Denmark,Female,All Ages,Self-harm,Rate,1990,20.919141911500002,23.137483085699998,18.7636862912
Deaths,Mauritania,Female,All Ages,Self-harm,Rate,1992,2.2989827263300002,3.18849843398,1.55048585251
Deaths,Global,Female,All Ages,Self-harm,Rate,1992,12.264708579299999,13.055609952400001,11.4195351686
Deaths,Central African Republic,Female,All Ages,Self-harm,Rate,1990,4.60341741714,6.219800803529999,3.2650237496599996
Deaths,Taiwan,Female,All Ages,Self-harm,Rate,1991,6.72026980091,7.858975174969999,5.773737022250001
Deaths,Hungary,Female,All Ages,Self-harm,Rate,1990,22.3296674304,24.2982884396,20.201460809100002
Deaths,Pennsylvania,Female,All Ages,Self-harm,Rate,1990,5.3345647313799995,5.7532795418600005,4.92752799085
Deaths,Okayama,Female,All Ages,Self-harm,Rate,1990,13.0733614796,14.082066925000001,12.2059052131
Deaths,Zacatecas,Female,All Ages,Self-harm,Rate,1991,0.7581663260829999,0.861846355165,0.659748694532
Deaths,Aichi,Female,All Ages,Self-harm,Rate,1991,12.5449720794,13.2614547216,11.836837611
Deaths,India,Female,All Ages,Self-harm,Rate,1991,19.5991190851,22.8347269251,16.4307727177
Deaths,Georgia,Female,All Ages,Self-harm,Rate,1990,5.52744805547,6.073544109949999,5.03545547797
Deaths,Turkmenistan,Female,All Ages,Self-harm,Rate,1991,4.401870489759999,4.83484335285,3.97592206618
Deaths,Region of the Americas,Female,All Ages,Self-harm,Rate,1990,3.98090661571,4.09827556475,3.87925345166
Deaths,Guatemala,Female,All Ages,Self-harm,Rate,1991,2.25351713235,2.7622720596400003,1.85134797511
Deaths,Aomori,Female,All Ages,Self-harm,Rate,1990,16.1149279066,17.384742696700002,15.0934630412
Deaths,Europe & Central Asia - WB,Female,All Ages,Self-harm,Rate,1991,8.92761030969,9.298216404929999,8.587747372800001
Deaths,North East England,Female,All Ages,Self-harm,Rate,1992,5.07617640492,5.29519089362,4.85055182555
Deaths,Spain,Female,All Ages,Self-harm,Rate,1992,4.39299217123,4.66984102575,4.11180949583
Deaths,Niger,Female,All Ages,Self-harm,Rate,1992,2.94155738556,4.073295423609999,1.9116036829499998
Deaths,Australasia,Female,All Ages,Self-harm,Rate,1991,5.99932046358,6.3374177797,5.68217907476
Deaths,Madagascar,Female,All Ages,Self-harm,Rate,1992,3.69934960546,4.64088206996,2.95909032802
Deaths,Dominica,Female,All Ages,Self-harm,Rate,1990,1.01240068576,1.1610626716299999,0.884798342046
Deaths,Commonwealth,Female,All Ages,Self-harm,Rate,1990,13.846412362999999,15.9009650642,11.7811361078
Deaths,Southeast Asia,Female,All Ages,Self-harm,Rate,1991,5.29608780063,6.22338842086,4.50614366313
Deaths,Middle SDI,Female,All Ages,Self-harm,Rate,1991,16.6388014272,17.7561260555,15.5103993117
Deaths,New York,Female,All Ages,Self-harm,Rate,1991,4.08640879789,4.4800148580400005,3.68955027955
Deaths,Burkina Faso,Female,All Ages,Self-harm,Rate,1990,5.02473505976,6.06833308388,4.000565659649999
Deaths,Yucatán,Female,All Ages,Self-harm,Rate,1991,1.5580436354500002,1.77713036588,1.35160485553
Deaths,Ecuador,Female,All Ages,Self-harm,Rate,1992,3.9417931516699998,4.39138374585,3.5366153286199995
Deaths,Guam,Female,All Ages,Self-harm,Rate,1990,6.63540908748,8.081333515499999,5.330243203529999
Deaths,Russia,Female,All Ages,Self-harm,Rate,1992,13.718264123900001,15.646145376500002,11.9239017219
Deaths,Greece,Female,All Ages,Self-harm,Rate,1990,2.1086912345999997,2.27689634163,1.9573718659100001
Deaths,Syria,Female,All Ages,Self-harm,Rate,1992,0.811182320347,0.9792636942659999,0.667317637057
Deaths,Timor-Leste,Female,All Ages,Self-harm,Rate,1990,7.419707097410001,12.109648743500001,3.5077559440299995
Deaths,Honduras,Female,All Ages,Self-harm,Rate,1991,1.5411382387600001,1.88296220633,1.24582307467
Deaths,Lithuania,Female,All Ages,Self-harm,Rate,1992,13.943956867599999,15.0865036496,12.963430354700002
Deaths,Kanagawa,Female,All Ages,Self-harm,Rate,1992,11.2945418118,11.9698531276,10.658676507100001
Deaths,Iran,Female,All Ages,Self-harm,Rate,1990,4.67679651107,6.376692687629999,3.3935586975499996
Deaths,France,Female,All Ages,Self-harm,Rate,1990,15.015180564800001,16.219698361400003,13.8843184358
Deaths,Africa,Female,All Ages,Self-harm,Rate,1992,4.37855555344,5.01811696415,3.82667759152
Deaths,Qatar,Female,All Ages,Self-harm,Rate,1992,3.1057517514,4.41413858697,2.11221247955
Deaths,Southern Sub-Saharan Africa,Female,All Ages,Self-harm,Rate,1991,7.66675980781,8.50905225768,6.681558061850001
Deaths,Latin America & Caribbean - WB,Female,All Ages,Self-harm,Rate,1991,2.91583387937,3.03656877683,2.7948532679299998
Deaths,Malawi,Female,All Ages,Self-harm,Rate,1992,4.6545784419,6.32807859864,3.2521772537499998
Deaths,Arizona,Female,All Ages,Self-harm,Rate,1991,7.07867747369,7.66637803417,6.46776094984
Deaths,Durango,Female,All Ages,Self-harm,Rate,1990,1.06916883828,1.24124237355,0.9099620955869999
Deaths,"Central Europe, Eastern Europe, and Central Asia",Female,All Ages,Self-harm,Rate,1992,10.2603288054,11.013761236399999,9.55357604032
Deaths,High-income Asia Pacific,Female,All Ages,Self-harm,Rate,1992,11.938622378,12.3375410235,11.5520358176
Deaths,Nicaragua,Female,All Ages,Self-harm,Rate,1991,2.90590836924,3.43303121846,2.3982969128
Deaths,Tokushima,Female,All Ages,Self-harm,Rate,1990,15.0656463109,16.4695089039,13.732792874
Deaths,Norway,Female,All Ages,Self-harm,Rate,1992,8.4346719171,9.16589173812,7.789749689440001
Deaths,Armenia,Female,All Ages,Self-harm,Rate,1992,1.90842953914,2.12257595361,1.69975393626
Deaths,Toyama,Female,All Ages,Self-harm,Rate,1992,17.118141114100002,18.440186900700002,16.006958348
Deaths,South-East Asia Region,Female,All Ages,Self-harm,Rate,1990,15.175006080700001,17.7080138049,12.6864755453
Deaths,Commonwealth High Income,Female,All Ages,Self-harm,Rate,1990,6.3000379000799995,6.47905670481,6.14623943291
Deaths,New Zealand,Female,All Ages,Self-harm,Rate,1991,6.262589817559999,6.73288744786,5.83414424698
Deaths,High-income North America,Female,All Ages,Self-harm,Rate,1991,5.52220751422,5.69224088067,5.36930341857
Deaths,Dominican Republic,Female,All Ages,Self-harm,Rate,1990,1.7827633631000002,2.111084414,1.52952965569
Deaths,Tottori,Female,All Ages,Self-harm,Rate,1990,15.265068769900001,16.920640790700002,13.7869620009
Deaths,Middle East & North Africa - WB,Female,All Ages,Self-harm,Rate,1991,2.8340367368700004,3.50919928399,2.2200580623199997
Deaths,Ishikawa,Female,All Ages,Self-harm,Rate,1992,12.626711578800002,13.566552495400002,11.7554308429
Deaths,Yamaguchi,Female,All Ages,Self-harm,Rate,1990,15.156004799399998,16.2678035837,14.1057557669
Deaths,Macedonia,Female,All Ages,Self-harm,Rate,1990,5.9833335953799995,6.83800296257,5.21893404099
Deaths,"Virgin Islands, U.S.",Female,All Ages,Self-harm,Rate,1990,2.46214931973,2.93985542759,2.01395159573
Deaths,Tropical Latin America,Female,All Ages,Self-harm,Rate,1991,2.50922731644,2.64927673309,2.36273031415
Deaths,Mauritius,Female,All Ages,Self-harm,Rate,1992,7.939870494289999,8.81267611883,7.17433779666
Deaths,Central Asia,Female,All Ages,Self-harm,Rate,1992,5.13934770961,5.5429886424,4.77063359631
Deaths,Coahuila,Female,All Ages,Self-harm,Rate,1991,1.0114741593699998,1.1486284657499999,0.881613364293
Deaths,Romania,Female,All Ages,Self-harm,Rate,1990,4.61110877839,5.07090092114,4.2153834646599995
Deaths,Minnesota,Female,All Ages,Self-harm,Rate,1992,4.57592440808,4.95682515368,4.19342037022
Deaths,Australia,Female,All Ages,Self-harm,Rate,1991,5.94555598288,6.32529943212,5.56966705132
Deaths,Botswana,Female,All Ages,Self-harm,Rate,1991,4.51271226453,7.29370831464,2.6409654442300003
Deaths,North West England,Female,All Ages,Self-harm,Rate,1992,5.89866726866,6.09794039049,5.70371429601
Deaths,Cambodia,Female,All Ages,Self-harm,Rate,1991,3.15035957517,4.24071927658,2.25159206307
Deaths,America,Female,All Ages,Self-harm,Rate,1991,3.9283145072199996,4.03913697976,3.8258409914200002
Deaths,Cameroon,Female,All Ages,Self-harm,Rate,1990,5.0624444753099995,6.49731893119,3.7871289852100003
Deaths,European Region,Female,All Ages,Self-harm,Rate,1990,8.92383012771,9.299762552079999,8.61650476688
Deaths,Asia,Female,All Ages,Self-harm,Rate,1991,16.7259075615,18.040300403699998,15.343114371899999
Deaths,Montenegro,Female,All Ages,Self-harm,Rate,1990,6.594548999080001,7.857178676869999,5.5172386832199996
Deaths,Equatorial Guinea,Female,All Ages,Self-harm,Rate,1990,5.63959991534,7.79979365711,3.73361311817
Deaths,Fukuoka,Female,All Ages,Self-harm,Rate,1990,12.7896695352,13.65695178,12.0048297392
Deaths,Fukui,Female,All Ages,Self-harm,Rate,1992,13.4820148755,14.627552359900001,12.4610410106
Deaths,Tennessee,Female,All Ages,Self-harm,Rate,1990,5.75606878406,6.239481016019999,5.276188229760001
Deaths,North Dakota,Female,All Ages,Self-harm,Rate,1991,2.97764918118,3.31588425562,2.67892337402
Deaths,African Union,Female,All Ages,Self-harm,Rate,1992,4.38673347539,4.99376958188,3.85555900124
Deaths,Mozambique,Female,All Ages,Self-harm,Rate,1992,4.167188649240001,5.5361497456499995,2.8998058922800003
Deaths,Mie,Female,All Ages,Self-harm,Rate,1991,13.382749384499999,14.3258558877,12.452665419599999
Deaths,Querétaro,Female,All Ages,Self-harm,Rate,1992,1.04329163287,1.17273006065,0.917624223838
Deaths,New Hampshire,Female,All Ages,Self-harm,Rate,1991,4.96969139299,5.3940490939,4.57155537617
Deaths,Colombia,Female,All Ages,Self-harm,Rate,1992,1.89153113811,2.1822085163,1.67732141271
Deaths,Michigan,Female,All Ages,Self-harm,Rate,1992,5.156698285,5.56093809006,4.7645941748
Deaths,Sub-Saharan Africa - WB,Female,All Ages,Self-harm,Rate,1991,4.8672953336499996,5.55627300774,4.26600134474
Deaths,Campeche,Female,All Ages,Self-harm,Rate,1991,2.24562491528,2.58715148555,1.9402755836099999
Deaths,Hokkaidō,Female,All Ages,Self-harm,Rate,1991,13.405972365599998,14.331954661600001,12.564613472800001
Deaths,Yorkshire and the Humber,Female,All Ages,Self-harm,Rate,1992,5.634272778720001,5.83800535787,5.43010449692
Deaths,Sweden,Female,All Ages,Self-harm,Rate,1992,12.7419261644,13.580564969600001,11.9485383321
Deaths,Guerrero,Female,All Ages,Self-harm,Rate,1990,1.5581277903,1.8452434083899998,1.28202826435
Deaths,Canada,Female,All Ages,Self-harm,Rate,1991,6.333342410639999,6.71599618229,5.9412246799999995
Deaths,Cote d'Ivoire,Female,All Ages,Self-harm,Rate,1990,3.41584868866,4.56352220465,2.5756926394
Deaths,Vanuatu,Female,All Ages,Self-harm,Rate,1992,7.54724530331,11.3112852943,4.62174315979
Deaths,Nordic Region,Female,All Ages,Self-harm,Rate,1991,13.8688984754,14.496542049999999,13.2236034796
Deaths,Kyōto,Female,All Ages,Self-harm,Rate,1991,14.2086624312,15.1564318429,13.4068311327
Deaths,Tunisia,Female,All Ages,Self-harm,Rate,1992,1.6217477704199998,1.98636393429,1.29490422946
Deaths,Akita,Female,All Ages,Self-harm,Rate,1990,22.8258316542,24.5001869199,21.240387765199998
Deaths,Romania,Female,All Ages,Self-harm,Rate,1993,4.78799297683,5.2248691364,4.37235532947
Deaths,Jamaica,Female,All Ages,Self-harm,Rate,1990,0.689839951604,0.810226043575,0.582990620573
Deaths,Iwate,Female,All Ages,Self-harm,Rate,1990,21.193629562799998,22.7654002749,19.738065537
Deaths,The Gambia,Female,All Ages,Self-harm,Rate,1990,3.1534436957200005,3.84504147999,2.40198652811
Deaths,Greece,Female,All Ages,Self-harm,Rate,1993,1.91403187457,2.07400920639,1.7657699817699999
Deaths,Albania,Female,All Ages,Self-harm,Rate,1991,2.48337830623,2.83148417904,2.16700588856
Deaths,Congo,Female,All Ages,Self-harm,Rate,1991,4.87746834141,6.57534660678,3.3430991193399997
Deaths,Commonwealth,Female,All Ages,Self-harm,Rate,1991,13.9475943896,15.8933842864,12.0143649905
Deaths,Northern Mariana Islands,Female,All Ages,Self-harm,Rate,1990,2.5166867979,3.9133347657199997,1.6405100700000002
Deaths,East Midlands,Female,All Ages,Self-harm,Rate,1992,5.05452853463,5.2754930195,4.81842677514
Deaths,Commonwealth Middle Income,Female,All Ages,Self-harm,Rate,1990,15.5506966195,18.064790883,13.088739689899999
Deaths,Sinaloa,Female,All Ages,Self-harm,Rate,1992,0.8008266782389999,0.9315162061289999,0.68759482761
Deaths,Caribbean,Female,All Ages,Self-harm,Rate,1991,7.168461046809999,7.98997071427,6.39210510233
Deaths,Poland,Female,All Ages,Self-harm,Rate,1990,5.05506699494,5.46562248595,4.67242987357
Deaths,Kiribati,Female,All Ages,Self-harm,Rate,1993,7.60863426276,9.14310963392,6.232465969060001
Deaths,Tamaulipas,Female,All Ages,Self-harm,Rate,1992,1.03914383041,1.17060858386,0.9085074542250001
Deaths,Cote d'Ivoire,Female,All Ages,Self-harm,Rate,1993,3.6978164002400002,5.02340790491,2.8161667042
Deaths,Democratic Republic of the Congo,Female,All Ages,Self-harm,Rate,1990,3.2935787410799997,3.9403631537300003,2.68940072411
Deaths,Croatia,Female,All Ages,Self-harm,Rate,1991,14.550191585299999,16.4530715589,12.844669770200001
Deaths,Jordan,Female,All Ages,Self-harm,Rate,1990,2.47270448845,3.1735824706300004,1.8862217074
Deaths,Central Latin America,Female,All Ages,Self-harm,Rate,1992,1.73501805777,1.82631886764,1.6584098092200001
Deaths,Ōsaka,Female,All Ages,Self-harm,Rate,1991,13.588899296400001,14.42588789,12.8155399111
Deaths,Colima,Female,All Ages,Self-harm,Rate,1991,0.9019534038749999,1.04156405891,0.776677222714
Deaths,Cambodia,Female,All Ages,Self-harm,Rate,1992,3.14021880996,4.20125342641,2.27812928655
Deaths,Haiti,Female,All Ages,Self-harm,Rate,1990,5.25701660992,8.67101067712,2.63090855606
Deaths,Japan,Female,All Ages,Self-harm,Rate,1992,13.5422394539,13.8684924326,13.217734730399998
Deaths,Aomori,Female,All Ages,Self-harm,Rate,1991,16.0428541502,17.2284564608,14.9681150936
Deaths,Gifu,Female,All Ages,Self-harm,Rate,1992,14.680093324300001,15.88589117,13.561196637499998
Deaths,Texas,Female,All Ages,Self-harm,Rate,1990,5.69477387238,6.17912911978,5.21919287011
Deaths,Illinois,Female,All Ages,Self-harm,Rate,1993,4.49108552484,4.87059231688,4.12937173775
Deaths,North Carolina,Female,All Ages,Self-harm,Rate,1991,5.48495993468,5.9473611465600005,5.04769280981
Deaths,Cuba,Female,All Ages,Self-harm,Rate,1991,16.806363396400002,18.244004012,15.524769623100001
Deaths,California,Female,All Ages,Self-harm,Rate,1991,5.9428217204200005,6.426148244999999,5.47072505693
Deaths,Saga,Female,All Ages,Self-harm,Rate,1990,12.7176848042,13.936151017,11.5856650295
Deaths,Guyana,Female,All Ages,Self-harm,Rate,1993,8.836466086369999,10.0607351891,7.7746636275
Deaths,Ohio,Female,All Ages,Self-harm,Rate,1991,5.01627001907,5.41409750754,4.60330603392
Deaths,Hiroshima,Female,All Ages,Self-harm,Rate,1990,14.3880297049,15.3448131386,13.469249926
Deaths,Shiga,Female,All Ages,Self-harm,Rate,1991,13.519129646300001,14.7126516688,12.401958424
Deaths,Nebraska,Female,All Ages,Self-harm,Rate,1992,4.48572930664,4.90212594508,4.11406472734
Deaths,Switzerland,Female,All Ages,Self-harm,Rate,1992,15.022994218500001,16.6099514154,13.6176197726
Deaths,United States,Female,All Ages,Self-harm,Rate,1991,5.42731471726,5.60217190087,5.262805832160001
Deaths,Cape Verde,Female,All Ages,Self-harm,Rate,1990,3.98032792027,5.4033998385099995,2.77322463225
Deaths,Central Europe,Female,All Ages,Self-harm,Rate,1991,8.377591843420001,8.688397573280001,8.08798588044
Deaths,Indiana,Female,All Ages,Self-harm,Rate,1993,4.918660167630001,5.41779543121,4.45963145683
Deaths,World Bank High Income,Female,All Ages,Self-harm,Rate,1990,8.39365884989,8.588821927,8.20186632961
Deaths,Four World Regions,Female,All Ages,Self-harm,Rate,1992,12.276827442099998,13.068677387000001,11.430520321
Deaths,Arkansas,Female,All Ages,Self-harm,Rate,1991,5.8803230296899995,6.464993956600001,5.30484545188
Deaths,Brunei,Female,All Ages,Self-harm,Rate,1992,2.37915957389,3.11145015061,1.7580404217199999
Deaths,Alaska,Female,All Ages,Self-harm,Rate,1991,6.62957885491,7.4517300973100005,5.91098304728
Deaths,Peru,Female,All Ages,Self-harm,Rate,1992,2.56409218685,3.06201334238,2.13037867177
Deaths,"Southeast Asia, East Asia, and Oceania",Female,All Ages,Self-harm,Rate,1992,18.4558299826,19.8421097807,17.2726789296
Deaths,Germany,Female,All Ages,Self-harm,Rate,1990,10.8004846293,11.7411451138,9.91374498068
Deaths,Baja California,Female,All Ages,Self-harm,Rate,1991,0.7600044086559999,0.8577496242870001,0.666717339709
Deaths,Kagawa,Female,All Ages,Self-harm,Rate,1990,14.2116283725,15.3607441889,13.2216435362
Deaths,Federated States of Micronesia,Female,All Ages,Self-harm,Rate,1993,8.47712206888,11.3484879561,5.98857829257
Deaths,United Kingdom,Female,All Ages,Self-harm,Rate,1992,5.877650442539999,6.02989789532,5.73790331972
Deaths,Delaware,Female,All Ages,Self-harm,Rate,1991,5.57778338638,6.08785380296,5.09188961517
Deaths,Bhutan,Female,All Ages,Self-harm,Rate,1991,5.04375787261,7.44465673523,2.93419279649
Deaths,Australasia,Female,All Ages,Self-harm,Rate,1992,5.91117968545,6.25323714229,5.61266736071
Deaths,Western Europe,Female,All Ages,Self-harm,Rate,1991,9.0055741231,9.32062301655,8.71718690692
Deaths,Venezuela,Female,All Ages,Self-harm,Rate,1991,2.05081114059,2.30240091699,1.81762230993
Deaths,Argentina,Female,All Ages,Self-harm,Rate,1992,4.96880759656,5.34861392368,4.60643348194
Deaths,South Asia,Female,All Ages,Self-harm,Rate,1992,17.340149608500003,19.9790419751,14.7786389133
Deaths,Indonesia,Female,All Ages,Self-harm,Rate,1991,2.22206552865,2.80623235985,1.67868698585
Deaths,Sierra Leone,Female,All Ages,Self-harm,Rate,1992,2.97681067357,4.158156743999999,2.1275254811299997
Deaths,Ukraine,Female,All Ages,Self-harm,Rate,1992,10.9072246695,11.8233289188,9.939920625700001
Deaths,Baja California Sur,Female,All Ages,Self-harm,Rate,1991,0.921753627011,1.0855826849399999,0.78002802996
Deaths,Utah,Female,All Ages,Self-harm,Rate,1993,7.4142936402499995,8.134405888569999,6.70500274605
Deaths,England,Female,All Ages,Self-harm,Rate,1991,5.82866753824,5.9673797552100005,5.69998957642
Deaths,Gabon,Female,All Ages,Self-harm,Rate,1993,4.45959589104,5.42257092064,3.5998863346400003
Deaths,Iceland,Female,All Ages,Self-harm,Rate,1993,7.8288752201900005,8.60774873496,7.10871751493
Deaths,Kōchi,Female,All Ages,Self-harm,Rate,1990,15.520776347200002,16.8133915308,14.3535716265
Deaths,Laos,Female,All Ages,Self-harm,Rate,1991,7.28881512925,11.385297166800001,3.65408019931
Deaths,Uruguay,Female,All Ages,Self-harm,Rate,1992,5.58707717673,6.0440679503,5.1854512979
Deaths,Jordan,Female,All Ages,Self-harm,Rate,1993,2.45069484513,3.1609329043699996,1.9067634762299999
Deaths,Costa Rica,Female,All Ages,Self-harm,Rate,1992,1.6547577107000002,1.8316234674499998,1.48619074037
Deaths,San Luis Potosí,Female,All Ages,Self-harm,Rate,1992,1.03871009671,1.18893045785,0.9123556823110001
Deaths,Uzbekistan,Female,All Ages,Self-harm,Rate,1991,4.0556778508799995,4.5114041422,3.64849450585
Deaths,Colorado,Female,All Ages,Self-harm,Rate,1991,7.87334138898,8.5142860911,7.26152781996
