measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Aguascalientes,Both,All Ages,Self-harm,Rate,1991,3.2171640217,3.87450179431,2.66176476986
Deaths,Portugal,Both,All Ages,Self-harm,Rate,1992,15.7217476374,18.2574704377,13.2975804407
Deaths,Kanagawa,Both,All Ages,Self-harm,Rate,1992,16.950187724,21.382992827899997,15.725194154499999
Deaths,Botswana,Both,All Ages,Self-harm,Rate,1991,11.1712913326,16.9161496252,6.88495331792
Deaths,Lithuania,Both,All Ages,Self-harm,Rate,1992,37.4418614995,42.4273523271,31.653096197500002
Deaths,Veracruz de Ignacio de la Llave,Both,All Ages,Self-harm,Rate,1991,3.92696423708,4.7289545744099994,3.11624214903
Deaths,Mauritania,Both,All Ages,Self-harm,Rate,1992,3.52235536931,5.5231231007899995,2.344865089
Deaths,Madagascar,Both,All Ages,Self-harm,Rate,1992,6.11236065355,7.21173513957,5.03503060523
Deaths,Central African Republic,Both,All Ages,Self-harm,Rate,1990,8.65356163291,11.3976073561,5.59339802965
Deaths,Nara,Both,All Ages,Self-harm,Rate,1991,17.563625685399998,22.395579083,16.1985570502
Deaths,Shiga,Both,All Ages,Self-harm,Rate,1991,18.5192117107,23.1259727517,16.915765407200002
Deaths,Bahrain,Both,All Ages,Self-harm,Rate,1990,6.943280912380001,9.26106034654,5.69265294416
Deaths,North West England,Both,All Ages,Self-harm,Rate,1992,10.9517664302,12.1858945079,9.27546150669
Deaths,Hokkaidō,Both,All Ages,Self-harm,Rate,1990,20.9184635107,24.9866181122,19.420972947000003
Deaths,South Dakota,Both,All Ages,Self-harm,Rate,1990,13.096272635199998,14.6814708392,10.6056831632
Deaths,Aomori,Both,All Ages,Self-harm,Rate,1990,24.9952330278,29.671201916900003,21.6666090336
Deaths,Middle SDI,Both,All Ages,Self-harm,Rate,1991,16.3986947866,17.2360513801,13.996235616300002
Deaths,Zambia,Both,All Ages,Self-harm,Rate,1991,5.54199257135,7.93545893514,4.16909993304
Deaths,Malawi,Both,All Ages,Self-harm,Rate,1992,5.63845009301,7.61270600399,3.85084622181
Deaths,New Mexico,Both,All Ages,Self-harm,Rate,1991,18.6095926114,20.5570679651,13.664585634000002
Deaths,Mauritius,Both,All Ages,Self-harm,Rate,1992,12.955852369,14.360190997,9.60804847474
Deaths,New Hampshire,Both,All Ages,Self-harm,Rate,1991,12.973993684899998,14.7018881078,10.8335930945
Deaths,Burkina Faso,Both,All Ages,Self-harm,Rate,1990,6.77574364339,7.95588428193,5.59105212213
Deaths,Georgia,Both,All Ages,Self-harm,Rate,1990,14.5187794428,18.1511371061,12.654269666600001
Deaths,Uruguay,Both,All Ages,Self-harm,Rate,1991,13.605205033199999,17.2135411472,12.4159236483
Deaths,Germany,Both,All Ages,Self-harm,Rate,1990,18.3551444051,22.9770097119,16.7204824695
Deaths,Minnesota,Both,All Ages,Self-harm,Rate,1992,12.050192971900001,13.9706973022,10.1396824166
Deaths,Miyagi,Both,All Ages,Self-harm,Rate,1990,19.2223527162,23.4343909003,17.8546842011
Deaths,Mie,Both,All Ages,Self-harm,Rate,1991,18.3998198656,24.3383637443,16.865721345
Deaths,Bolivia,Both,All Ages,Self-harm,Rate,1992,6.58665640614,7.80981693515,5.17463240872
Deaths,Hungary,Both,All Ages,Self-harm,Rate,1990,40.6428978878,44.7945275161,32.5419763666
Deaths,Australia,Both,All Ages,Self-harm,Rate,1991,13.8006990401,15.217381934899999,11.7935756595
Deaths,Tennessee,Both,All Ages,Self-harm,Rate,1990,14.830020922700001,17.832493149999998,12.843599444499999
Deaths,Hiroshima,Both,All Ages,Self-harm,Rate,1990,20.6018203637,24.692448113799998,19.176337584
Deaths,Arkansas,Both,All Ages,Self-harm,Rate,1991,15.312459866,18.5548360586,13.0863504449
Deaths,Arizona,Both,All Ages,Self-harm,Rate,1991,17.809425354800002,19.6241817308,13.304864305
Deaths,Alaska,Both,All Ages,Self-harm,Rate,1991,16.0468616903,18.1265670745,12.847392828299999
Deaths,Caribbean,Both,All Ages,Self-harm,Rate,1991,10.8897486352,12.0072704551,9.756136416170001
Deaths,Venezuela,Both,All Ages,Self-harm,Rate,1991,6.21570575318,7.54889432631,5.09065417257
Deaths,Ohio,Both,All Ages,Self-harm,Rate,1991,12.7090136338,15.2713877664,11.3967750402
Deaths,Coahuila,Both,All Ages,Self-harm,Rate,1991,3.9449367859999995,4.65562198691,3.06891483235
Deaths,Macedonia,Both,All Ages,Self-harm,Rate,1990,9.29881725603,11.137662817099999,8.135007000209999
Deaths,Panama,Both,All Ages,Self-harm,Rate,1991,5.4220812043899995,6.32343386522,4.1852633826100005
Deaths,Sri Lanka,Both,All Ages,Self-harm,Rate,1990,36.7144006767,41.007354111400005,32.0828249353
Deaths,Russia,Both,All Ages,Self-harm,Rate,1992,37.196112137,45.8190194982,31.9456515139
Deaths,Latin America and Caribbean,Both,All Ages,Self-harm,Rate,1991,5.7728358671799995,6.798395008479999,5.06970936128
Deaths,Timor-Leste,Both,All Ages,Self-harm,Rate,1990,9.900283970270001,12.7185644867,7.1489517856900004
Deaths,Yorkshire and the Humber,Both,All Ages,Self-harm,Rate,1992,10.3779915595,11.3817564397,8.74030992148
Deaths,Asia,Both,All Ages,Self-harm,Rate,1991,16.4427291618,17.333978724,14.333009626900001
Deaths,Armenia,Both,All Ages,Self-harm,Rate,1992,4.21498265272,6.7707814737400005,3.52461550596
Deaths,Wakayama,Both,All Ages,Self-harm,Rate,1991,25.0575539761,28.5925458736,22.7579314989
Deaths,South-East Asia Region,Both,All Ages,Self-harm,Rate,1990,15.6621109679,17.0964497248,12.974490043400001
Deaths,"Central Europe, Eastern Europe, and Central Asia",Both,All Ages,Self-harm,Rate,1992,25.7191927459,30.5537702865,22.916630767
Deaths,Fiji,Both,All Ages,Self-harm,Rate,1990,11.4363024837,14.8055338858,8.45716054167
Deaths,Sweden except Stockholm,Both,All Ages,Self-harm,Rate,1991,21.597852253,23.4565997122,16.8476618732
Deaths,Barbados,Both,All Ages,Self-harm,Rate,1991,4.73766675322,5.38667991924,3.83253139436
Deaths,Equatorial Guinea,Both,All Ages,Self-harm,Rate,1990,10.2344525081,13.9977393955,6.24203580789
Deaths,Albania,Both,All Ages,Self-harm,Rate,1991,3.9531432255700003,4.849307609999999,3.4753075036
Deaths,Andorra,Both,All Ages,Self-harm,Rate,1991,10.9770213389,15.3584323524,7.69133549598
Deaths,New York,Both,All Ages,Self-harm,Rate,1991,10.672830471600001,17.0763100635,8.96936763425
Deaths,Puerto Rico,Both,All Ages,Self-harm,Rate,1990,10.3871457932,12.0622036855,7.60247247313
Deaths,African Region,Both,All Ages,Self-harm,Rate,1991,6.67634244032,7.340436298189999,6.00661102434
Deaths,Sweden,Both,All Ages,Self-harm,Rate,1992,20.419767783,21.9586840113,16.2408776793
Deaths,Somalia,Both,All Ages,Self-harm,Rate,1992,5.3677131740799995,7.704048879539999,3.46936775982
Deaths,Nepal,Both,All Ages,Self-harm,Rate,1991,11.9949108212,16.3880242727,8.198884091410001
Deaths,World Bank Upper Middle Income,Both,All Ages,Self-harm,Rate,1990,16.7863919797,17.877150712600002,14.989421076
Deaths,Sinaloa,Both,All Ages,Self-harm,Rate,1992,3.00777947409,4.83721908116,2.39178090076
Deaths,East Asia & Pacific - WB,Both,All Ages,Self-harm,Rate,1992,17.0760124647,17.8829779057,15.227347395799999
Deaths,Italy,Both,All Ages,Self-harm,Rate,1990,9.69255413905,12.2538980669,8.948233869000001
Deaths,Colima,Both,All Ages,Self-harm,Rate,1991,4.09694984644,4.82387749337,3.16759115719
Deaths,Jamaica,Both,All Ages,Self-harm,Rate,1990,1.44322650343,1.70323637718,1.24545344206
Deaths,Malaysia,Both,All Ages,Self-harm,Rate,1991,6.992853201600001,8.29315791736,6.1258643921200004
Deaths,Distrito Federal,Both,All Ages,Self-harm,Rate,1991,4.21644248598,5.3595301695,3.4291127012100002
Deaths,Slovakia,Both,All Ages,Self-harm,Rate,1990,16.4438629091,18.4214359541,13.2247700442
Deaths,Cameroon,Both,All Ages,Self-harm,Rate,1990,6.73432385938,8.503351725869999,5.35986377072
Deaths,Commonwealth High Income,Both,All Ages,Self-harm,Rate,1991,12.3261156554,13.167395545299998,10.158367655800001
Deaths,High-income Asia Pacific,Both,All Ages,Self-harm,Rate,1992,18.1709554474,23.1351341781,17.0151194202
Deaths,Lesotho,Both,All Ages,Self-harm,Rate,1991,16.8079175066,22.8274266775,12.056927053
Deaths,Morelos,Both,All Ages,Self-harm,Rate,1990,3.0632701671900002,5.19785737321,2.45924410718
Deaths,North Dakota,Both,All Ages,Self-harm,Rate,1991,11.183096387700001,13.610886054400002,9.67282674302
Deaths,Guinea,Both,All Ages,Self-harm,Rate,1990,4.1549459325199996,5.92935206826,2.96170018488
Deaths,Greenland,Both,All Ages,Self-harm,Rate,1991,139.883343838,158.280410149,116.20210916399999
Deaths,Honduras,Both,All Ages,Self-harm,Rate,1992,2.95684154271,3.9520823245199996,2.16686930845
Deaths,Montenegro,Both,All Ages,Self-harm,Rate,1990,10.2454882198,12.0377105476,8.895763341719999
Deaths,Commonwealth Low Income,Both,All Ages,Self-harm,Rate,1990,9.166216154099999,10.2355746436,8.05833563264
Deaths,Australasia,Both,All Ages,Self-harm,Rate,1991,13.8980425884,15.351032741600001,11.6899024652
Deaths,Saga,Both,All Ages,Self-harm,Rate,1990,20.1380051027,24.1695888391,18.4669104076
Deaths,Mauritania,Both,All Ages,Self-harm,Rate,1990,3.54085123366,5.38680276135,2.4632327595700003
Deaths,Azerbaijan,Both,All Ages,Self-harm,Rate,1992,3.0341771882599997,4.21329600187,2.51871988778
Deaths,Equatorial Guinea,Both,All Ages,Self-harm,Rate,1991,10.1162737703,13.9534690163,6.17272906595
Deaths,Hungary,Both,All Ages,Self-harm,Rate,1991,40.3633537033,44.708144226,32.7215050665
Deaths,Mozambique,Both,All Ages,Self-harm,Rate,1992,7.32237529233,8.66786439839,5.9853884356
Deaths,Vermont,Both,All Ages,Self-harm,Rate,1990,14.7990050413,16.2317907119,11.6025496843
Deaths,Central Asia,Both,All Ages,Self-harm,Rate,1992,11.521093511,13.4962221443,10.434708115500001
Deaths,Akita,Both,All Ages,Self-harm,Rate,1991,30.334325712800002,32.3962015079,25.9558974851
Deaths,New York,Both,All Ages,Self-harm,Rate,1992,10.411507364,16.4884944546,8.78409260759
Deaths,Switzerland,Both,All Ages,Self-harm,Rate,1992,27.407535005899998,30.7233652601,24.3409573602
Deaths,Belize,Both,All Ages,Self-harm,Rate,1991,3.8906556850599996,4.6928262056,3.14210457135
Deaths,Washington,Both,All Ages,Self-harm,Rate,1990,15.4973284421,16.8769970152,12.134333162799999
Deaths,Mexico,Both,All Ages,Self-harm,Rate,1992,3.7237120489600004,4.885983249340001,3.34606109324
Deaths,Eastern Mediterranean Region,Both,All Ages,Self-harm,Rate,1991,3.8087635450399997,4.49174140236,3.25941182761
Deaths,Idaho,Both,All Ages,Self-harm,Rate,1990,16.1522662241,18.111900886999997,11.4558748113
Deaths,Turkmenistan,Both,All Ages,Self-harm,Rate,1992,8.047700192,8.9353323687,6.22163755942
Deaths,Region of the Americas,Both,All Ages,Self-harm,Rate,1992,9.2582630646,10.9003106063,8.03275364435
Deaths,England,Both,All Ages,Self-harm,Rate,1991,10.4898549609,11.551969081900001,8.8471524951
Deaths,Tunisia,Both,All Ages,Self-harm,Rate,1992,3.04022390242,3.9632657136600002,2.46745802189
Deaths,Lebanon,Both,All Ages,Self-harm,Rate,1991,3.60374525687,5.24407461148,2.5862744053499997
Deaths,Nevada,Both,All Ages,Self-harm,Rate,1992,24.2738834618,27.2274369276,15.4520291454
Deaths,Asia,Both,All Ages,Self-harm,Rate,1992,16.4567148848,17.337484016599998,14.4205643927
Deaths,Miyagi,Both,All Ages,Self-harm,Rate,1992,19.264611638799998,23.2713398345,17.849105590999997
Deaths,Zacatecas,Both,All Ages,Self-harm,Rate,1991,2.70801748067,3.91004235576,2.31060982382
Deaths,Baja California,Both,All Ages,Self-harm,Rate,1991,3.8697872363,5.59495113174,3.12412450331
Deaths,Commonwealth Low Income,Both,All Ages,Self-harm,Rate,1991,9.15163778963,10.1280955785,8.08433648063
Deaths,Georgia,Both,All Ages,Self-harm,Rate,1992,5.81108421761,8.11284260172,4.9377041793
Deaths,Saitama,Both,All Ages,Self-harm,Rate,1991,16.9894030761,21.5839550213,15.7505194322
Deaths,Western Sub-Saharan Africa,Both,All Ages,Self-harm,Rate,1991,4.71825259254,5.76032334066,3.88874646768
Deaths,East Asia,Both,All Ages,Self-harm,Rate,1990,20.5963252892,21.797563625400002,17.6360200196
Deaths,Canada,Both,All Ages,Self-harm,Rate,1992,14.263016850599998,15.3444824665,11.058456215
Deaths,New Jersey,Both,All Ages,Self-harm,Rate,1992,9.27332507012,14.3387322195,7.96756148606
Deaths,Hyōgo,Both,All Ages,Self-harm,Rate,1991,19.8479516724,24.4261980703,18.4876050024
Deaths,Shimane,Both,All Ages,Self-harm,Rate,1991,27.324334697299996,29.7226529849,23.0672108731
Deaths,South Africa,Both,All Ages,Self-harm,Rate,1991,16.573631123200002,18.905395438099998,12.209168980800001
Deaths,America,Both,All Ages,Self-harm,Rate,1992,9.258433187729999,10.9005459281,8.032929825510001
Deaths,Tōkyō,Both,All Ages,Self-harm,Rate,1990,18.2357190969,23.090157966899998,16.9126186381
Deaths,Singapore,Both,All Ages,Self-harm,Rate,1992,14.405671261,17.2018564425,12.3107315578
Deaths,Aguascalientes,Both,All Ages,Self-harm,Rate,1992,3.3978523829,3.99005740037,2.77286788883
Deaths,Middle SDI,Both,All Ages,Self-harm,Rate,1992,16.3787685805,17.208758635,13.9810979567
Deaths,Bhutan,Both,All Ages,Self-harm,Rate,1992,6.51181538293,8.484540730920001,4.45436583794
Deaths,Denmark,Both,All Ages,Self-harm,Rate,1991,28.553886012400003,31.209551742200002,23.9361583838
Deaths,Lebanon,Both,All Ages,Self-harm,Rate,1990,3.7335291660900003,5.456409896309999,2.58521886979
Deaths,Fukuoka,Both,All Ages,Self-harm,Rate,1991,20.7661948141,24.1685653958,18.5364697293
Deaths,Guinea-Bissau,Both,All Ages,Self-harm,Rate,1990,6.44827935074,8.69421997143,4.89588665246
Deaths,Western Europe,Both,All Ages,Self-harm,Rate,1991,16.057559214700003,19.0825254266,14.8390990255
Deaths,Virginia,Both,All Ages,Self-harm,Rate,1990,14.051085120500002,16.2924091402,12.1834542624
Deaths,West Virginia,Both,All Ages,Self-harm,Rate,1990,14.908458446900001,17.2695139058,12.342993706
Deaths,Uruguay,Both,All Ages,Self-harm,Rate,1992,13.6396112318,17.2580592678,12.406827749700001
Deaths,Fukushima,Both,All Ages,Self-harm,Rate,1991,20.875783161,26.9146845036,19.2800684991
Deaths,Ibaraki,Both,All Ages,Self-harm,Rate,1990,19.0699542527,24.620574753499998,17.5842421952
Deaths,Ehime,Both,All Ages,Self-harm,Rate,1990,22.5669275367,26.8673121209,20.8106451421
Deaths,Swaziland,Both,All Ages,Self-harm,Rate,1991,9.59163994453,12.324498927599999,7.21505093046
Deaths,Croatia,Both,All Ages,Self-harm,Rate,1991,26.1523540715,29.623277652,21.8080125661
Deaths,Dominican Republic,Both,All Ages,Self-harm,Rate,1991,3.9002070303100003,5.42021718511,3.32194493295
Deaths,Greece,Both,All Ages,Self-harm,Rate,1991,4.40361270943,5.8213707976,3.99989033372
Deaths,Nuevo León,Both,All Ages,Self-harm,Rate,1990,3.4626669527700003,4.16681686512,2.77846143572
Deaths,Global,Both,All Ages,Self-harm,Rate,1991,14.642507218,15.5647975045,13.4131277394
Deaths,Okayama,Both,All Ages,Self-harm,Rate,1991,18.6087925749,23.9569415302,17.200728299399998
Deaths,Uganda,Both,All Ages,Self-harm,Rate,1992,10.5556618206,13.083730022800001,7.52857728231
Deaths,Syria,Both,All Ages,Self-harm,Rate,1992,1.82824622635,2.29324734005,1.51358373615
Deaths,Pakistan,Both,All Ages,Self-harm,Rate,1991,3.29089209412,3.9357927531400003,2.70860043826
Deaths,Yemen,Both,All Ages,Self-harm,Rate,1992,4.0903149578099995,5.47335076032,2.31580973031
Deaths,Angola,Both,All Ages,Self-harm,Rate,1991,5.74283619664,7.74443691712,3.75476090833
Deaths,Seychelles,Both,All Ages,Self-harm,Rate,1992,15.459372199099999,17.8782821486,11.3008707687
Deaths,Kazakhstan,Both,All Ages,Self-harm,Rate,1992,24.5865627346,30.691921262999998,21.3790416983
Deaths,Colorado,Both,All Ages,Self-harm,Rate,1992,17.6902420395,19.4836509477,12.940926647900001
Deaths,North East England,Both,All Ages,Self-harm,Rate,1990,10.1025192463,11.6336275246,8.82509818587
Deaths,Asia,Both,All Ages,Self-harm,Rate,1990,16.3730320545,17.2691273244,14.2673497866
Deaths,Michoacán de Ocampo,Both,All Ages,Self-harm,Rate,1991,3.56852373259,5.13947010594,2.9028225977099997
Deaths,Latin America and Caribbean,Both,All Ages,Self-harm,Rate,1992,5.8662183592699995,6.87478414859,5.1218610489900005
Deaths,Greece,Both,All Ages,Self-harm,Rate,1990,4.4010788210300005,5.80877636205,4.00597712238
Deaths,Four World Regions,Both,All Ages,Self-harm,Rate,1990,14.5582307352,15.4755434292,13.3440477574
Deaths,World Bank High Income,Both,All Ages,Self-harm,Rate,1991,15.794770665199998,18.6297105079,14.6127258635
Deaths,Turkey,Both,All Ages,Self-harm,Rate,1990,3.82702446251,4.67497379138,3.01913787359
Deaths,Niger,Both,All Ages,Self-harm,Rate,1992,3.42358020547,4.89745485739,2.30532676929
Deaths,Palestine,Both,All Ages,Self-harm,Rate,1990,2.07523787527,2.79667441247,1.63350022605
Deaths,Gabon,Both,All Ages,Self-harm,Rate,1991,8.96013622396,10.9919501949,6.5391761487
Deaths,Northern Mariana Islands,Both,All Ages,Self-harm,Rate,1990,8.93740892948,11.8253198548,5.92477972535
Deaths,Spain,Both,All Ages,Self-harm,Rate,1992,8.93869966003,12.059791092300001,8.14534457469
Deaths,South East England,Both,All Ages,Self-harm,Rate,1992,10.2105921733,10.860292968300001,8.484800023030001
Deaths,Commonwealth Middle Income,Both,All Ages,Self-harm,Rate,1991,15.965645392799999,17.3438534118,13.2257894903
Deaths,Kyrgyzstan,Both,All Ages,Self-harm,Rate,1992,13.9658453033,16.472747165199998,11.6613676855
Deaths,Brunei,Both,All Ages,Self-harm,Rate,1992,4.05287874261,5.23850589238,3.1663768259899996
Deaths,Tokushima,Both,All Ages,Self-harm,Rate,1990,20.693892616,26.7867277255,18.8677158705
Deaths,Cape Verde,Both,All Ages,Self-harm,Rate,1990,9.38892214231,11.4633838046,7.621224981539999
Deaths,World Bank High Income,Both,All Ages,Self-harm,Rate,1990,15.854161532200001,18.682180553200002,14.6407855299
Deaths,Antigua and Barbuda,Both,All Ages,Self-harm,Rate,1991,2.11296079517,2.50344303987,1.69213123648
Deaths,Mongolia,Both,All Ages,Self-harm,Rate,1992,17.6084123395,20.7945189084,13.9649418021
Deaths,Kyōto,Both,All Ages,Self-harm,Rate,1992,19.5062778418,23.7744585191,18.247222246
Deaths,Guanajuato,Both,All Ages,Self-harm,Rate,1991,2.695382194,3.8740525930699996,2.30562092519
Deaths,Gunma,Both,All Ages,Self-harm,Rate,1991,21.2952073343,25.2612965866,19.8905027982
Deaths,Sweden,Both,All Ages,Self-harm,Rate,1990,21.4739083176,23.0513175486,17.2500363921
Deaths,Sierra Leone,Both,All Ages,Self-harm,Rate,1990,3.94470625997,5.53835947271,2.92944784004
Deaths,Colorado,Both,All Ages,Self-harm,Rate,1990,17.3590346324,19.1373369399,12.660320825
Deaths,Czech Republic,Both,All Ages,Self-harm,Rate,1992,20.8833245788,23.9255113546,17.660571436
