measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Vanuatu,Male,All Ages,Self-harm,Rate,1992,22.046183715399998,31.8731926161,13.853128472
Deaths,Aomori,Male,All Ages,Self-harm,Rate,1990,34.7779932088,44.4515519693,28.322368065600003
Deaths,Panama,Male,All Ages,Self-harm,Rate,1991,9.12758739117,10.9126723739,6.62698632562
Deaths,Africa,Male,All Ages,Self-harm,Rate,1991,7.80194570252,9.09771962782,6.7246075119399995
Deaths,India,Male,All Ages,Self-harm,Rate,1991,18.6644402864,22.7158063283,12.1260484507
Deaths,Kanagawa,Male,All Ages,Self-harm,Rate,1992,22.3346305111,31.0649568282,20.1381542147
Deaths,Spain,Male,All Ages,Self-harm,Rate,1992,13.6779007466,19.9256776073,12.0860880058
Deaths,Yorkshire and the Humber,Male,All Ages,Self-harm,Rate,1992,15.3965111202,17.6059718391,12.0632483439
Deaths,Puebla,Male,All Ages,Self-harm,Rate,1992,4.44049413248,8.23777878503,3.4839531179799996
Deaths,Albania,Male,All Ages,Self-harm,Rate,1991,5.37151623851,7.19266731564,4.49212080233
Deaths,Kagawa,Male,All Ages,Self-harm,Rate,1990,26.711179374900002,36.3044202785,23.840436379699998
Deaths,Durango,Male,All Ages,Self-harm,Rate,1990,5.62626273561,10.115910383100001,4.30016835068
Deaths,Wales,Male,All Ages,Self-harm,Rate,1991,17.1934200427,19.9166980425,12.4526058119
Deaths,Middle SDI,Male,All Ages,Self-harm,Rate,1991,16.1663528147,17.8356663014,11.0537095779
Deaths,Thailand,Male,All Ages,Self-harm,Rate,1990,18.093048927999998,21.9237116774,14.722962460100002
Deaths,Cambodia,Male,All Ages,Self-harm,Rate,1991,7.96159426058,10.1805577323,6.14010182708
Deaths,Baja California,Male,All Ages,Self-harm,Rate,1991,7.02260476964,10.4625602117,5.54946042327
Deaths,Cameroon,Male,All Ages,Self-harm,Rate,1990,8.42922654311,11.2504237092,6.07461235483
Deaths,Toyama,Male,All Ages,Self-harm,Rate,1992,30.7435521518,38.584027351,26.6636118085
Deaths,High-income North America,Male,All Ages,Self-harm,Rate,1991,22.4149613947,27.606796758199998,18.8767402143
Deaths,Belize,Male,All Ages,Self-harm,Rate,1990,5.961639186719999,7.7684894389000005,4.56954175184
Deaths,Lithuania,Male,All Ages,Self-harm,Rate,1992,63.6145954163,73.8801751173,50.979659873500005
Deaths,Baja California Sur,Male,All Ages,Self-harm,Rate,1991,7.73032559068,9.31255406578,5.08463830014
Deaths,Sweden except Stockholm,Male,All Ages,Self-harm,Rate,1991,29.9807126902,33.461768331600005,20.2383904484
Deaths,Coahuila,Male,All Ages,Self-harm,Rate,1991,6.876608146010001,8.292511638230001,5.17303487901
Deaths,Uzbekistan,Male,All Ages,Self-harm,Rate,1991,11.851341678599999,14.021592094,8.34999090233
Deaths,Algeria,Male,All Ages,Self-harm,Rate,1990,4.431940931230001,6.71167843157,3.3071616739399996
Deaths,Stockholm,Male,All Ages,Self-harm,Rate,1991,26.2881317288,31.2829623118,21.1339187803
Deaths,Miyagi,Male,All Ages,Self-harm,Rate,1990,25.333716475400003,33.7712888967,22.8856704359
Deaths,Northern Ireland,Male,All Ages,Self-harm,Rate,1990,15.8316951488,20.201766312900002,12.1527929486
Deaths,Timor-Leste,Male,All Ages,Self-harm,Rate,1990,12.321841413000001,17.2193246609,8.121216889040001
Deaths,Bangladesh,Male,All Ages,Self-harm,Rate,1991,11.9435619071,14.0980744744,9.22839171649
Deaths,Hokkaidō,Male,All Ages,Self-harm,Rate,1990,28.709515136,37.200002945200005,25.940941372299996
Deaths,Ishikawa,Male,All Ages,Self-harm,Rate,1992,25.4147936698,34.596002071200004,22.7644285549
Deaths,United States,Male,All Ages,Self-harm,Rate,1991,22.4040181753,28.0900220622,19.177740044300002
Deaths,Niger,Male,All Ages,Self-harm,Rate,1992,3.92062891966,6.9617152686,2.34748754083
Deaths,Kagoshima,Male,All Ages,Self-harm,Rate,1992,33.0395047548,39.496879504300004,27.535017009300002
Deaths,"Central Europe, Eastern Europe, and Central Asia",Male,All Ages,Self-harm,Rate,1992,42.6210312375,52.3347811539,36.664308537800004
Deaths,Finland,Male,All Ages,Self-harm,Rate,1990,50.1120963683,55.88819921419999,37.3111587801
Deaths,East of England,Male,All Ages,Self-harm,Rate,1992,14.3277514116,16.0498650524,11.1223319852
Deaths,Jordan,Male,All Ages,Self-harm,Rate,1990,4.56290283104,6.26112444076,3.14301007184
Deaths,Nagano,Male,All Ages,Self-harm,Rate,1992,26.794881193400002,36.6040337714,23.9630984535
Deaths,Okayama,Male,All Ages,Self-harm,Rate,1990,25.512883179899998,36.090612695400004,22.8650479223
Deaths,Hawaii,Male,All Ages,Self-harm,Rate,1990,19.6080905206,24.1730825631,16.0694601094
Deaths,Saudi Arabia,Male,All Ages,Self-harm,Rate,1992,2.95064502953,4.08585297995,1.9927689510700002
Deaths,Quintana Roo,Male,All Ages,Self-harm,Rate,1992,8.201755147130001,10.333055949,4.44059983023
Deaths,Mauritius,Male,All Ages,Self-harm,Rate,1992,17.9855049393,20.666436968499998,10.966176991600001
Deaths,Bahrain,Male,All Ages,Self-harm,Rate,1990,10.2074376565,14.1409909475,8.06415111756
Deaths,Shimane,Male,All Ages,Self-harm,Rate,1990,36.7437746895,41.126368831,27.8958099178
Deaths,Russia,Male,All Ages,Self-harm,Rate,1992,63.8075931977,81.0811525054,52.7877785631
Deaths,America,Male,All Ages,Self-harm,Rate,1991,14.7325602497,18.1519951673,12.274944871199999
Deaths,North Africa and Middle East,Male,All Ages,Self-harm,Rate,1990,5.15103257585,6.77038090029,4.21370888924
Deaths,Europe & Central Asia - WB,Male,All Ages,Self-harm,Rate,1991,29.788248225100002,37.1350458935,26.4409327567
Deaths,Denmark,Male,All Ages,Self-harm,Rate,1990,38.3818861957,43.24131372,28.420139567599996
Deaths,Dominican Republic,Male,All Ages,Self-harm,Rate,1990,5.758760666480001,8.97920765281,4.66695859205
Deaths,Four World Regions,Male,All Ages,Self-harm,Rate,1992,17.2803760138,18.6911914076,14.6731228241
Deaths,Iceland,Male,All Ages,Self-harm,Rate,1990,22.2721723916,28.382018086299997,19.8244786798
Deaths,Dominica,Male,All Ages,Self-harm,Rate,1990,4.97256941071,6.252106410310001,3.92732968716
Deaths,Democratic Republic of the Congo,Male,All Ages,Self-harm,Rate,1990,8.01087883061,10.7690129809,5.46231377354
Deaths,South Dakota,Male,All Ages,Self-harm,Rate,1990,22.6763809853,25.9070139668,17.5098672333
Deaths,Iwate,Male,All Ages,Self-harm,Rate,1990,36.9823186599,41.6276472856,28.8335579894
Deaths,Central Europe,Male,All Ages,Self-harm,Rate,1991,28.064980276300002,32.205847942000005,23.0756073636
Deaths,Commonwealth Middle Income,Male,All Ages,Self-harm,Rate,1990,16.2196506396,19.3902612045,11.0758885355
Deaths,Guanajuato,Male,All Ages,Self-harm,Rate,1990,4.3368315935,6.87589636613,3.59953984162
Deaths,Gabon,Male,All Ages,Self-harm,Rate,1990,13.910882221500001,18.1267660559,8.77893070266
Deaths,Georgia,Male,All Ages,Self-harm,Rate,1990,24.0510874334,31.3807988206,20.351075064699998
Deaths,Western Europe,Male,All Ages,Self-harm,Rate,1991,23.4942758664,29.475374620300002,21.0588365271
Deaths,Benin,Male,All Ages,Self-harm,Rate,1990,8.25354897652,11.3323030088,5.50753550094
Deaths,Guerrero,Male,All Ages,Self-harm,Rate,1990,4.88686028564,9.22604812622,3.48422149222
Deaths,Querétaro,Male,All Ages,Self-harm,Rate,1992,5.05201579715,6.89505596417,4.1172402448400005
Deaths,Cyprus,Male,All Ages,Self-harm,Rate,1990,8.66041866953,11.5586358445,7.09720256673
Deaths,Nordic Region,Male,All Ages,Self-harm,Rate,1991,34.8036288526,37.3936787742,26.495846266300003
Deaths,Oregon,Male,All Ages,Self-harm,Rate,1990,26.859927171699997,30.1845418497,18.3587363879
Deaths,Arkansas,Male,All Ages,Self-harm,Rate,1991,25.4192745721,31.996680612200002,20.7435001491
Deaths,France,Male,All Ages,Self-harm,Rate,1990,38.3412460495,47.4313288228,34.2745735877
Deaths,Tottori,Male,All Ages,Self-harm,Rate,1990,30.3536383268,38.821236522999996,26.4455665313
Deaths,Colombia,Male,All Ages,Self-harm,Rate,1992,9.47576361156,16.7819442271,7.33553240157
Deaths,Syria,Male,All Ages,Self-harm,Rate,1992,2.81288275426,3.74211722109,2.1961274523
Deaths,Kiribati,Male,All Ages,Self-harm,Rate,1993,35.228441122,40.8552213961,28.126687123299998
Deaths,Asia,Male,All Ages,Self-harm,Rate,1991,16.1715712613,18.0173774135,11.6967227874
Deaths,Sri Lanka,Male,All Ages,Self-harm,Rate,1990,55.676465932999996,64.484518442,47.7641741123
Deaths,Grenada,Male,All Ages,Self-harm,Rate,1990,7.50737417921,9.53938324103,5.72368938061
Deaths,Massachusetts,Male,All Ages,Self-harm,Rate,1992,21.479573532899998,26.2621864787,18.0398638175
Deaths,Alaska,Male,All Ages,Self-harm,Rate,1991,24.5446223434,28.258466425100004,18.2838645538
Deaths,Chad,Male,All Ages,Self-harm,Rate,1990,4.44487309427,7.19566802734,2.88105171322
Deaths,Australia,Male,All Ages,Self-harm,Rate,1991,21.706842673300002,24.600789168300004,17.719541348
Deaths,Montenegro,Male,All Ages,Self-harm,Rate,1990,13.9291664544,18.0089361415,11.518946745
Deaths,Miyazaki,Male,All Ages,Self-harm,Rate,1992,34.587271369,38.6396566582,27.3499354123
Deaths,Mississippi,Male,All Ages,Self-harm,Rate,1992,23.0077158544,34.267221825,19.3955259238
Deaths,Ukraine,Male,All Ages,Self-harm,Rate,1992,48.506015179100004,61.340333549,41.368620013699996
Deaths,South West England,Male,All Ages,Self-harm,Rate,1991,16.082399123000002,17.326247203,11.9011673924
Deaths,Indonesia,Male,All Ages,Self-harm,Rate,1991,4.5220450985400005,5.47147407758,3.72344655101
Deaths,Western Sub-Saharan Africa,Male,All Ages,Self-harm,Rate,1990,5.191638076499999,7.373835205810001,4.13872541827
Deaths,European Union,Male,All Ages,Self-harm,Rate,1991,25.174466742299998,30.9441665903,21.9137530545
Deaths,Latin America and Caribbean,Male,All Ages,Self-harm,Rate,1991,8.89696366525,10.9603436757,7.472488546129999
Deaths,Latin America & Caribbean - WB,Male,All Ages,Self-harm,Rate,1991,10.1009348534,12.3010904138,8.38388452721
Deaths,Sub-Saharan Africa - WB,Male,All Ages,Self-harm,Rate,1991,8.62429389668,9.8333990685,7.31451593966
Deaths,Madagascar,Male,All Ages,Self-harm,Rate,1992,8.53763094787,10.730756635,6.47176747199
Deaths,Central Asia,Male,All Ages,Self-harm,Rate,1992,18.1710753747,21.8974109731,15.712283114
Deaths,Vietnam,Male,All Ages,Self-harm,Rate,1990,11.3556153772,15.1150077752,8.11761000244
Deaths,Uruguay,Male,All Ages,Self-harm,Rate,1991,22.212075314,29.6160901493,19.819503685199997
Deaths,Moldova,Male,All Ages,Self-harm,Rate,1992,30.884115153,35.8879747472,23.4836474657
Deaths,North Africa and Middle East,Male,All Ages,Self-harm,Rate,1990,5.1549567805,6.77545774467,4.21691361758
Deaths,Canada,Male,All Ages,Self-harm,Rate,1991,22.2508230623,24.380128567499998,16.0456390146
Deaths,Turkmenistan,Male,All Ages,Self-harm,Rate,1991,11.841988735100001,13.6049832042,7.993383166
Deaths,Aomori,Male,All Ages,Self-harm,Rate,1991,35.2204812191,44.8037162623,28.2363027492
Deaths,Sao Tome and Principe,Male,All Ages,Self-harm,Rate,1992,2.16559401908,2.85839324133,1.2643158829899999
Deaths,South Asia - WB,Male,All Ages,Self-harm,Rate,1991,16.9050025205,20.1378755309,11.5052105374
Deaths,Sinaloa,Male,All Ages,Self-harm,Rate,1992,5.17408658677,8.83671048708,3.9654748808299995
Deaths,World Bank Income Levels,Male,All Ages,Self-harm,Rate,1992,17.281592355,18.689392284,14.675590473500002
Deaths,Yamaguchi,Male,All Ages,Self-harm,Rate,1990,31.128344831999996,39.455986842099996,27.5320036154
Deaths,Lesotho,Male,All Ages,Self-harm,Rate,1991,16.099555507199998,23.9255524362,11.2098353129
Deaths,Illinois,Male,All Ages,Self-harm,Rate,1990,20.023478258100003,28.9687712186,17.340173899
Deaths,Tennessee,Male,All Ages,Self-harm,Rate,1990,24.5983418141,30.706997569000002,20.2528027043
Deaths,Tunisia,Male,All Ages,Self-harm,Rate,1992,4.439366570900001,6.50434682674,3.330462676
Deaths,Eastern Mediterranean Region,Male,All Ages,Self-harm,Rate,1990,4.40301754715,5.87729069539,3.62976103364
Deaths,Marshall Islands,Male,All Ages,Self-harm,Rate,1990,26.4735248595,33.968938687000005,17.9617739518
Deaths,Shiga,Male,All Ages,Self-harm,Rate,1991,23.6766318327,32.6330250223,20.8930688783
Deaths,Guyana,Male,All Ages,Self-harm,Rate,1990,29.7454295475,36.2836068558,24.1600744387
Deaths,North Carolina,Male,All Ages,Self-harm,Rate,1991,22.5670745342,30.0617911339,19.9317508952
Deaths,Commonwealth High Income,Male,All Ages,Self-harm,Rate,1990,18.7216036944,20.400456666900002,14.1978370293
Deaths,High-income Asia Pacific,Male,All Ages,Self-harm,Rate,1992,24.5591150872,34.407071700399996,22.4059667476
Deaths,South Carolina,Male,All Ages,Self-harm,Rate,1990,22.6046990876,32.3155946877,19.557769341700002
Deaths,Egypt,Male,All Ages,Self-harm,Rate,1990,4.51962614191,6.49532320235,2.9774923059
Deaths,Namibia,Male,All Ages,Self-harm,Rate,1991,17.6801569896,26.015226754,11.7008851242
Deaths,Aichi,Male,All Ages,Self-harm,Rate,1992,22.1021066823,31.213502161300003,19.888214947999998
Deaths,Pakistan,Male,All Ages,Self-harm,Rate,1991,2.98195892216,3.97555513917,2.07721256584
Deaths,Cape Verde,Male,All Ages,Self-harm,Rate,1990,15.388470959400001,19.9681739758,12.0450626253
Deaths,Middle East & North Africa - WB,Male,All Ages,Self-harm,Rate,1991,4.9366577445,6.39649577047,4.1033038269
Deaths,Indiana,Male,All Ages,Self-harm,Rate,1990,23.4053796276,27.1184563068,18.638645439399998
Deaths,Niigata,Male,All Ages,Self-harm,Rate,1992,33.9765229922,37.903590140999995,26.260196366699997
Deaths,Sub-Saharan Africa,Male,All Ages,Self-harm,Rate,1991,8.7255959893,9.9026287278,7.4055130738
Deaths,Swaziland,Male,All Ages,Self-harm,Rate,1991,14.910137949000001,21.2734207273,10.3692968387
Deaths,Iran,Male,All Ages,Self-harm,Rate,1990,5.59219197088,7.72726735322,3.85549151111
Deaths,China,Male,All Ages,Self-harm,Rate,1992,17.780642574,19.5403257768,11.384111329300001
Deaths,Caribbean,Male,All Ages,Self-harm,Rate,1991,14.6480157216,16.9053820001,12.370050007
Deaths,Argentina,Male,All Ages,Self-harm,Rate,1992,16.910528516200003,20.4632242169,13.9006103888
Deaths,Antigua and Barbuda,Male,All Ages,Self-harm,Rate,1991,3.45895124167,4.2729802949,2.57549794866
Deaths,Miyagi,Male,All Ages,Self-harm,Rate,1991,25.2969652279,33.458323560400004,22.9204319061
Deaths,Nepal,Male,All Ages,Self-harm,Rate,1991,14.381837879099999,20.1551761658,7.5304349336
Deaths,Okinawa,Male,All Ages,Self-harm,Rate,1992,31.544396009,35.2837296644,25.050416000200002
Deaths,Chiapas,Male,All Ages,Self-harm,Rate,1991,4.92377317571,8.27346501735,3.9724991196599997
Deaths,Missouri,Male,All Ages,Self-harm,Rate,1992,24.8687173567,29.4984261409,20.1508344008
Deaths,Qatar,Male,All Ages,Self-harm,Rate,1992,11.0164814388,15.007077851799998,7.55346467993
Deaths,Saga,Male,All Ages,Self-harm,Rate,1990,28.4086968044,37.4586945976,25.1554044734
Deaths,Eastern Europe,Male,All Ages,Self-harm,Rate,1990,48.8039301182,65.0478476398,41.547943543100004
Deaths,Andorra,Male,All Ages,Self-harm,Rate,1991,17.6153147369,26.5100044116,11.1678282314
Deaths,Akita,Male,All Ages,Self-harm,Rate,1991,38.852908325,42.8734619107,29.851460351999997
Deaths,Belize,Male,All Ages,Self-harm,Rate,1991,6.31743513827,8.01245608218,4.88821094831
Deaths,Haiti,Male,All Ages,Self-harm,Rate,1990,11.1618862862,17.9340036211,7.008177978100001
Deaths,Greater London,Male,All Ages,Self-harm,Rate,1992,16.7296732759,18.8459352713,12.714258054
Deaths,Trinidad and Tobago,Male,All Ages,Self-harm,Rate,1990,19.0962423633,22.0024241928,12.386651780300001
Deaths,Tokushima,Male,All Ages,Self-harm,Rate,1990,26.8755455051,39.208674343,23.4216636805
Deaths,African Region,Male,All Ages,Self-harm,Rate,1991,8.56098753195,9.75007712045,7.28227293362
Deaths,Kyrgyzstan,Male,All Ages,Self-harm,Rate,1992,22.1690348026,27.5449393224,17.2434174609
Deaths,Gunma,Male,All Ages,Self-harm,Rate,1990,26.4691369569,34.3571642466,24.1227896338
Deaths,World Bank Lower Middle Income,Male,All Ages,Self-harm,Rate,1990,13.8343953079,16.0931625042,10.326815424300001
Deaths,Yamagata,Male,All Ages,Self-harm,Rate,1991,29.9851200259,37.1864565212,26.1814333822
Deaths,Zimbabwe,Male,All Ages,Self-harm,Rate,1991,8.74744241995,17.349275639000002,3.3327624850800004
Deaths,Belgium,Male,All Ages,Self-harm,Rate,1991,32.6428637049,42.4558896039,29.3233722126
Deaths,Australasia,Male,All Ages,Self-harm,Rate,1992,21.8050408549,24.461470469,17.5122974726
Deaths,Latvia,Male,All Ages,Self-harm,Rate,1990,50.2200053157,59.9569922817,40.9396204716
Deaths,Hokkaidō,Male,All Ages,Self-harm,Rate,1991,28.4802855738,37.0135330308,25.8167129638
Deaths,Mozambique,Male,All Ages,Self-harm,Rate,1992,10.782964229,13.024839267399999,8.56583509514
Deaths,Lebanon,Male,All Ages,Self-harm,Rate,1990,5.8398276324300005,8.986486219689999,3.7675203975300002
Deaths,Austria,Male,All Ages,Self-harm,Rate,1991,37.8554241696,47.5350671442,34.4833920016
Deaths,Guinea,Male,All Ages,Self-harm,Rate,1990,4.29716893924,7.84317172388,2.63977181152
Deaths,Alaska,Male,All Ages,Self-harm,Rate,1992,25.1892589941,28.734353765,18.5624485542
